"date","material","colada","prod"
2023-05-31,303661,"B00014690",143.572
2023-05-31,303661,"B00014691",127.006
2023-05-31,303661,"B00014692",138.05
2023-05-31,303661,"B00014693",135.289
2023-05-31,303661,"B00014694",138.05
2023-05-31,303661,"B00014695",135.289
2023-05-31,303661,"B00014696",132.528
2023-05-31,303661,"B00014697",132.528
2023-05-31,303661,"B00014698",132.528
2023-05-31,303661,"B00014699",140.862
2023-05-31,303661,"B00014700",138.1
2023-05-31,303661,"B00014701",138.1
2023-05-31,303661,"B00014702",138.1
2023-05-31,303661,"B00014703",135.338
2023-05-31,303661,"B00014704",124.29
2023-05-31,303661,"B00014705",102.194
2023-05-31,303661,"NO TIENE",0
2023-06-01,303463,"B00014726",98.7
2023-06-01,303463,"B00014727",104.34
2023-06-01,303463,"B00014728",70.5
2023-06-01,303481,"B00014718",141
2023-06-01,303481,"B00014719",95.48
2023-06-01,303481,"B00014720",132.54
2023-06-01,303481,"B00014721",135.36
2023-06-01,303481,"B00014722",135.36
2023-06-01,303481,"B00014723",132.54
2023-06-01,303481,"B00014724",135.36
2023-06-01,303481,"B00014725",129.72
2023-06-01,303485,"B00014706",123.904
2023-06-01,303485,"B00014707",129.536
2023-06-01,303485,"B00014708",149.248
2023-06-01,303485,"B00014709",146.432
2023-06-01,303485,"B00014710",137.984
2023-06-01,303485,"B00014711",138.18
2023-06-01,303485,"B00014712",146.64
2023-06-01,303485,"B00014713",138.18
2023-06-01,303485,"B00014714",132.54
2023-06-01,303485,"B00014715",143.82
2023-06-01,303485,"B00014716",145.44
2023-06-01,303485,"B00014717",135.36
2023-06-02,303484,"B00014729",135.436
2023-06-02,303484,"B00014730",135.485
2023-06-02,303484,"B00014731",138.2
2023-06-02,303484,"B00014732",140.964
2023-06-02,303484,"B00014733",143.728
2023-06-02,303484,"B00014734",118.895
2023-06-02,303484,"B00014735",196.193
2023-06-02,303484,"B00014736",107.757
2023-06-02,303484,"B00014737",138.15
2023-06-02,303484,"B00014738",135.485
2023-06-02,303484,"B00014739",138.25
2023-06-02,303484,"B00014740",107.835
2023-06-02,303484,"B00014741",157.605
2023-06-02,303484,"B00014742",129.955
2023-06-02,303484,"B00014743",132.72
2023-06-02,303484,"B00014744",135.485
2023-06-02,303484,"B00014745",141.015
2023-06-02,303484,"B00014746",141.015
2023-06-02,303484,"B00014747",135.485
2023-06-02,303484,"B00014748",132.72
2023-06-02,303484,"B00014749",135.485
2023-06-02,303484,"B00014750",141.015
2023-06-02,303484,"B00014751",132.72
2023-06-02,303484,"B00014752",135.485
2023-06-02,303484,"B00014753",102.305
2023-06-02,303484,"NO TIENE",0
2023-06-03,303484,"B00014754",127.19
2023-06-03,303484,"B00014755",132.72
2023-06-03,303484,"B00014756",132.816
2023-06-03,303484,"B00014757",132.816
2023-06-03,303484,"B00014758",138.35
2023-06-03,303484,"B00014759",143.884
2023-06-03,303484,"B00014760",132.816
2023-06-03,303484,"B00014761",138.35
2023-06-03,303484,"B00014762",167.57
2023-06-03,303484,"B00014764",121.66
2023-06-03,303484,"B00014765",163.135
2023-06-03,303661,"B00014763",129.3
2023-06-03,303661,"B00014766",118.44
2023-06-03,303661,"B00014767",126.9
2023-06-03,303661,"B00014768",121.26
2023-06-03,303661,"B00014769",141
2023-06-03,303661,"B00014770",140.95
2023-06-03,303661,"B00014771",129.955
2023-06-03,303661,"B00014772",135.485
2023-06-03,303661,"B00014773",129.955
2023-06-03,303661,"B00014774",127.19
2023-06-03,303661,"B00014775",141.015
2023-06-03,303661,"B00014776",138.25
2023-06-03,303661,"B00014777",127.19
2023-06-03,303661,"B00014778",115.765
2023-06-04,303484,"B00014779",132.72
2023-06-04,303484,"B00014780",129.955
2023-06-04,303484,"B00014781",132.72
2023-06-04,303484,"B00014782",138.25
2023-06-04,303484,"B00014783",127.328
2023-06-04,303484,"B00014784",138.4
2023-06-04,303484,"B00014785",174.344
2023-06-04,303484,"B00014786",110.64
2023-06-04,303484,"B00014787",141.066
2023-06-04,303484,"B00014788",141.066
2023-06-04,303484,"B00014789",146.598
2023-06-04,303484,"B00014790",143.832
2023-06-04,303484,"B00014791",102.342
2023-06-04,303661,"B00014792",178.227
2023-06-04,303661,"B00014793",143.85
2023-06-04,303661,"B00014794",132.963
2023-06-04,303661,"B00014795",135.485
2023-06-04,303661,"B00014796",127.19
2023-06-04,303661,"B00014797",141.015
2023-06-04,303661,"B00014798",130.378
2023-06-04,303661,"B00014799",141.474
2023-06-04,303661,"B00014800",135.926
2023-06-04,303661,"B00014801",138.7
2023-06-04,303661,"B00014802",130.378
2023-06-04,303661,"B00014803",138.6
2023-06-04,303661,"B00014804",135.828
2023-06-04,303661,"B00014805",138.6
2023-06-04,303661,"B00014806",133.056
2023-06-04,303661,"B00014807",138.6
2023-06-04,303661,"B00014808",141.015
2023-06-04,303661,"B00014809",138.25
2023-06-04,303661,"B00014810",132.72
2023-06-04,303661,"B00014811",135.485
2023-06-04,303661,"B00014812",135.485
2023-06-04,303661,"B00014813",132.72
2023-06-04,303661,"B00014814",165.9
2023-06-05,303469,"B00014826",118.23
2023-06-05,303469,"B00014827",135.12
2023-06-05,303469,"B00014828",143.565
2023-06-05,303469,"B00014829",149.195
2023-06-05,303469,"B00014830",143.82
2023-06-05,303469,"B00014831",141
2023-06-05,303469,"B00014832",112.8
2023-06-05,303470,"B00014833",137.69
2023-06-05,303470,"B00014834",137.69
2023-06-05,303470,"B00014835",162.98
2023-06-05,303473,"B00014836",107.16
2023-06-05,303473,"B00014837",121.26
2023-06-05,303475,"B00014816",129.099
2023-06-05,303475,"B00014817",135.696
2023-06-05,303475,"B00014818",138.523
2023-06-05,303475,"B00014819",138.523
2023-06-05,303475,"B00014820",132.54
2023-06-05,303475,"B00014821",135.36
2023-06-05,303475,"B00014822",143.82
2023-06-05,303475,"B00014823",135.16
2023-06-05,303475,"B00014824",141
2023-06-05,303475,"B00014825",166.38
2023-06-05,303480,"B00014815",112.98
2023-06-06,303710,"B00014838",135.504
2023-06-06,303710,"B00014839",135.504
2023-06-06,303710,"B00014840",135.504
2023-06-06,303710,"B00014841",141.15
2023-06-06,303710,"B00014842",141.15
2023-06-06,303710,"B00014843",141.35
2023-06-06,303710,"B00014844",138.523
2023-06-06,303710,"B00014845",135.696
2023-06-06,303710,"B00014846",127.215
2023-06-06,303710,"B00014847",115.62
2023-06-06,303710,"B00014848",132.54
2023-06-06,303710,"B00014849",135.36
2023-06-06,303710,"B00014850",87.42
2023-06-06,303710,"B00014851",205.86
2023-06-06,303710,"B00014852",85.65
2023-06-07,303476,"B00014853",132.728
2023-06-07,303476,"B00014854",132.728
2023-06-07,303476,"B00014855",138.376
2023-06-07,303476,"B00014856",138.425
2023-06-07,303476,"B00014857",138.327
2023-06-07,303476,"B00014858",135.36
2023-06-07,303476,"B00014859",112.8
2023-06-07,303481,"B00014860",165.83
2023-06-07,303710,"B00014861",140.45
2023-06-07,303710,"B00014862",138.18
2023-06-07,303710,"B00014863",107.16
2023-06-07,303710,"B00014864",127.65
2023-06-07,303710,"B00014865",120.6
2023-06-09,303484,"B00014866",135.142
2023-06-09,303484,"B00014867",137.9
2023-06-09,303484,"B00014868",137.9
2023-06-09,303484,"B00014869",135.142
2023-06-09,303484,"B00014870",135.485
2023-06-09,303484,"B00014871",138.25
2023-06-09,303484,"B00014872",138.25
2023-06-09,303484,"B00014873",138.25
2023-06-09,303484,"B00014874",136.073
2023-06-09,303484,"B00014875",138.85
2023-06-09,303484,"B00014876",138.85
2023-06-09,303484,"B00014877",138.85
2023-06-09,303484,"B00014878",135.387
2023-06-09,303484,"B00014879",146.439
2023-06-09,303484,"B00014880",146.439
2023-06-09,303484,"B00014881",146.439
2023-06-09,303484,"B00014882",132.624
2023-06-09,303484,"B00014883",140.913
2023-06-09,303484,"B00014884",146.439
2023-06-09,303484,"B00014885",146.439
2023-06-09,303484,"B00014886",107.394
2023-06-10,303661,"B00014892",116.76
2023-06-10,303661,"B00014893",139
2023-06-10,303661,"B00014894",144.56
2023-06-10,303661,"B00014895",136.22
2023-06-10,303661,"B00014896",147.34
2023-06-10,303661,"B00014897",141.78
2023-06-10,303661,"B00014898",144.56
2023-06-10,303661,"B00014899",139
2023-06-10,303661,"B00014900",141.78
2023-06-10,303661,"B00014901",127.88
2023-06-10,303661,"B00014902",133.44
2023-06-10,303661,"B00014903",136.22
2023-06-10,303661,"B00014904",136.22
2023-06-10,303661,"B00014905",130.66
2023-06-10,303661,"B00014906",133.44
2023-06-10,303661,"B00014907",121.18
2023-06-10,303661,"NO TIENE",0
2023-06-10,303710,"B00014887",133.639
2023-06-10,303710,"B00014888",135.877
2023-06-10,303710,"B00014889",133.104
2023-06-10,303710,"B00014890",135.877
2023-06-10,303710,"B00014891",157.605
2023-06-11,303661,"B00014908",130.472
2023-06-11,303661,"B00014909",136.024
2023-06-11,303661,"B00014910",136.024
2023-06-11,303661,"B00014911",136.024
2023-06-11,303661,"B00014912",139
2023-06-11,303661,"B00014913",139
2023-06-11,303661,"B00014914",139
2023-06-11,303661,"B00014915",136.22
2023-06-11,303661,"B00014916",135.975
2023-06-11,303661,"B00014917",138.75
2023-06-11,303661,"B00014918",141.525
2023-06-11,303661,"B00014919",135.975
2023-06-11,303661,"B00014920",133.248
2023-06-11,303661,"B00014921",133.248
2023-06-11,303661,"B00014922",127.696
2023-06-11,303661,"B00014923",133.248
2023-06-11,303661,"B00014924",133.44
2023-06-11,303661,"B00014925",133.44
2023-06-11,303661,"B00014926",133.44
2023-06-11,303661,"B00014927",133.44
2023-06-11,303661,"B00014928",147.446
2023-06-11,303661,"B00014929",139.2
2023-06-11,303661,"B00014930",144.768
2023-06-11,303661,"B00014931",139.2
2023-06-11,303661,"B00014932",128.064
2023-06-11,303661,"B00014933",125.1
2023-06-11,303661,"B00014934",94.36
2023-06-12,303484,"B00014935",130.002
2023-06-12,303484,"B00014936",138.3
2023-06-12,303484,"B00014937",138.3
2023-06-12,303484,"B00014938",132.768
2023-06-12,303484,"B00014939",138.25
2023-06-12,303484,"B00014940",138.25
2023-06-12,303484,"B00014941",132.72
2023-06-12,303484,"B00014942",135.485
2023-06-12,303484,"B00014943",135.485
2023-06-12,303484,"B00014944",138.25
2023-06-12,303484,"B00014945",138.25
2023-06-12,303484,"B00014946",141.015
2023-06-12,303484,"B00014947",135.485
2023-06-12,303484,"B00014948",135.485
2023-06-12,303484,"B00014949",132.384
2023-06-12,303484,"B00014950",135.142
2023-06-12,303484,"B00014951",143.416
2023-06-12,303484,"B00014952",151.69
2023-06-12,303484,"B00014953",135.485
2023-06-12,303484,"B00014954",93.845
2023-06-13,300490,"B00014955",124.372
2023-06-13,300490,"B00014956",140.833
2023-06-13,300490,"B00014957",18.29
2023-06-13,300490,"B00014958",140.833
2023-06-13,300490,"B00014959",118.885
2023-06-13,300490,"B00014960",142.662
2023-06-13,300490,"B00014961",140.14
2023-06-13,300490,"B00014962",138.32
2023-06-13,300490,"B00014963",129.22
2023-06-13,300490,"B00014964",143.78
2023-06-13,300490,"B00014965",132.86
2023-06-13,300490,"B00014966",143.78
2023-06-13,300490,"B00014967",136.5
2023-06-13,300490,"B00014968",120.12
2023-06-13,300490,"B00014969",136.5
2023-06-13,300490,"B00014970",134.68
2023-06-13,300490,"B00014971",132.86
2023-06-13,300490,"B00014972",96.24
2023-06-14,303480,"B00014981",163.005
2023-06-14,303484,"B00014973",130.895
2023-06-14,303484,"B00014974",136.465
2023-06-14,303484,"B00014975",142.035
2023-06-14,303484,"B00014976",133.68
2023-06-14,303484,"B00014977",142.341
2023-06-14,303484,"B00014978",139.55
2023-06-14,303484,"B00014979",142.341
2023-06-14,303484,"B00014980",139.09
2023-06-14,303661,"B00014982",87.84
2023-06-14,303661,"B00014983",126.27
2023-06-14,303661,"B00014984",112.545
2023-06-14,303661,"B00014985",189.405
2023-06-14,303661,"B00014986",109.36
2023-06-14,303661,"B00014987",128.498
2023-06-14,303661,"B00014988",142.168
2023-06-14,303661,"B00014989",136.7
2023-06-14,303990,"B00014990",101.34
2023-06-14,303990,"B00014991",101.34
2023-06-15,303454,"B00015002",165.74
2023-06-15,303454,"B00015003",103.36
2023-06-15,303454,"B00015004",138.38
2023-06-15,303454,"B00015005",130.56
2023-06-15,303454,"B00015006",130.56
2023-06-15,303457,"B00015007",130.05
2023-06-15,303457,"B00015008",127.5
2023-06-15,303457,"B00015009",132.6
2023-06-15,303457,"B00015010",99.45
2023-06-15,303460,"B00015001",138.36
2023-06-15,303460,"B00015011",155.19
2023-06-15,303473,"B00014992",141
2023-06-15,303473,"B00014993",132.54
2023-06-15,303473,"B00014994",129.858
2023-06-15,303473,"B00014995",138.327
2023-06-15,303473,"B00014996",132.681
2023-06-15,303473,"B00014997",135.504
2023-06-15,303473,"B00014998",135.504
2023-06-15,303480,"B00014999",136.56
2023-06-15,303661,"B00015000",137.145
2023-06-16,303461,"B00015017",165.92
2023-06-16,303461,"B00015018",138.72
2023-06-16,303461,"B00015019",138.72
2023-06-16,303461,"B00015020",141.44
2023-06-16,303461,"B00015021",135.9
2023-06-16,303461,"B00015022",106.002
2023-06-16,303461,"B00015023",135.9
2023-06-16,303461,"B00015024",138.618
2023-06-16,303461,"B00015025",136
2023-06-16,303461,"B00015026",138.72
2023-06-16,303461,"B00015027",133.28
2023-06-16,303461,"B00015028",141.44
2023-06-16,303461,"B00015029",144.16
2023-06-16,303462,"B00015012",132.54
2023-06-16,303462,"B00015013",129.72
2023-06-16,303462,"B00015014",138.376
2023-06-16,303462,"B00015015",138.376
2023-06-16,303462,"B00015016",107.312
2023-06-16,303930,"B00015031",146.88
2023-06-16,303931,"B00015030",104.34
2023-06-17,303484,"B00015032",127.466
2023-06-17,303484,"B00015033",133.008
2023-06-17,303484,"B00015034",138.55
2023-06-17,303484,"B00015035",135.779
2023-06-17,303484,"B00015036",135.877
2023-06-17,303484,"B00015037",135.877
2023-06-17,303484,"B00015038",149.742
2023-06-17,303484,"B00015039",138.65
2023-06-17,303484,"B00015040",144.196
2023-06-17,303484,"B00015041",132.624
2023-06-17,303484,"B00015042",124.335
2023-06-17,303484,"B00015043",140.913
2023-06-17,303484,"B00015044",157.491
2023-06-17,303484,"B00015045",124.335
2023-06-17,303484,"B00015046",135.485
2023-06-17,303484,"B00015047",141.015
2023-06-17,303484,"B00015048",138.15
2023-06-17,303484,"B00015049",138.15
2023-06-17,303484,"B00015050",114.957
2023-06-18,303484,"B00015051",132.48
2023-06-18,303484,"B00015052",135.24
2023-06-18,303484,"B00015053",135.24
2023-06-18,303484,"B00015054",140.76
2023-06-18,303484,"B00015055",135.24
2023-06-18,303484,"B00015056",138.65
2023-06-18,303484,"B00015057",138.65
2023-06-18,303484,"B00015058",133.104
2023-06-18,303484,"B00015059",133.104
2023-06-18,303484,"B00015060",135.485
2023-06-18,303484,"B00015061",132.72
2023-06-18,303484,"B00015062",124.425
2023-06-18,303484,"B00015063",138.35
2023-06-18,303484,"B00015064",141.117
2023-06-18,303484,"B00015065",152.13
2023-06-18,303484,"B00015066",135.534
2023-06-18,303484,"B00015067",132.768
2023-06-18,303484,"B00015068",143.832
2023-06-18,303484,"B00015069",135.534
2023-06-18,303484,"B00015070",118.938
2023-06-18,303484,"B00015071",132.72
2023-06-18,303484,"B00015072",138.25
2023-06-18,303484,"B00015073",138.25
2023-06-18,303484,"B00015074",138.25
2023-06-18,303484,"B00015075",120.565
2023-06-19,303481,"B00015093",107.844
2023-06-19,303481,"B00015094",132.354
2023-06-19,303481,"B00015095",98
2023-06-19,303486,"B00015076",129.955
2023-06-19,303486,"B00015077",135.485
2023-06-19,303486,"B00015078",132.816
2023-06-19,303486,"B00015079",138.35
2023-06-19,303486,"B00015080",138.35
2023-06-19,303486,"B00015081",132.816
2023-06-19,303486,"B00015082",141.066
2023-06-19,303486,"B00015083",135.534
2023-06-19,303486,"B00015084",135.534
2023-06-19,303486,"B00015085",138.3
2023-06-19,303486,"B00015086",138.25
2023-06-19,303486,"B00015087",132.72
2023-06-19,303486,"B00015088",132.72
2023-06-19,303486,"B00015089",138.25
2023-06-19,303486,"B00015090",138.25
2023-06-19,303486,"B00015091",141.015
2023-06-19,303486,"B00015092",163.135
2023-06-20,303458,"B00015104",138.6
2023-06-20,303479,"B00015096",132.3
2023-06-20,303479,"B00015097",139.65
2023-06-20,303479,"B00015098",134.805
2023-06-20,303479,"B00015099",125.001
2023-06-20,303479,"B00015100",139.707
2023-06-20,303479,"B00015101",144.609
2023-06-20,303479,"B00015102",142.1
2023-06-20,303479,"B00015103",133.55
2023-06-20,303661,"B00015105",117.18
2023-06-20,303661,"B00015106",133.92
2023-06-20,303661,"B00015107",133.92
2023-06-20,303661,"B00015108",133.92
2023-06-20,303661,"B00015109",125.55
2023-06-20,303661,"B00015110",134.592
2023-06-20,303661,"B00015111",117.768
2023-06-20,303661,"B00015112",140.2
2023-06-20,303661,"B00015113",114.964
2023-06-20,303661,"B00015114",145.6
2023-06-20,303661,"B00015115",117.6
2023-06-21,303460,"B00015123",164.7
2023-06-21,303460,"B00015130",136.8
2023-06-21,303466,"B00015124",125.636
2023-06-21,303466,"B00015125",133.328
2023-06-21,303466,"B00015126",127.5
2023-06-21,303466,"B00015127",130.05
2023-06-21,303466,"B00015128",130.05
2023-06-21,303466,"B00015129",136.5
2023-06-21,303661,"B00015116",144.976
2023-06-21,303661,"B00015117",136.612
2023-06-21,303661,"B00015118",136.612
2023-06-21,303661,"B00015119",142.188
2023-06-21,303661,"B00015120",136.71
2023-06-21,303661,"B00015121",142.29
2023-06-21,303661,"B00015122",100.44
2023-06-21,303661,"B00015131",135.18
2023-06-21,303661,"B00015132",128.34
2023-06-21,303661,"B00015133",148.294
2023-06-21,303661,"B00015134",108.81
2023-06-21,303661,"B00015135",102.305
2023-06-22,303661,"B00015136",137.151
2023-06-22,303661,"B00015137",142.749
2023-06-22,303661,"B00015138",139.95
2023-06-22,303661,"B00015139",145.548
2023-06-22,303661,"B00015140",139.5
2023-06-22,303661,"B00015141",133.92
2023-06-22,303661,"B00015142",136.71
2023-06-22,303661,"B00015143",139.5
2023-06-22,303661,"B00015144",139.31
2023-06-22,303661,"B00015145",133.83
2023-06-22,303661,"B00015146",128.34
2023-06-22,303661,"B00015147",139.5
2023-06-22,303661,"B00015148",153.45
2023-06-22,303661,"B00015149",80.185
2023-06-22,303661,"B00015150",164.61
2023-06-22,303661,"B00015151",145.08
2023-06-22,303990,"B00015152",101.34
2023-06-22,303990,"B00015153",101.34
2023-06-23,303471,"B00015154",117.054
2023-06-23,303471,"B00015155",139.25
2023-06-23,303471,"B00015156",119.755
2023-06-23,303471,"B00015157",133.68
2023-06-23,303471,"B00015158",135.36
2023-06-23,303471,"B00015159",132.54
2023-06-23,303471,"B00015160",117.06
2023-06-23,303480,"B00015161",125.3
2023-06-23,303480,"B00015162",139.5
2023-06-23,303480,"B00015163",136.56
2023-06-23,303661,"B00015164",141.525
2023-06-23,303661,"B00015165",144.3
2023-06-23,303661,"B00015166",133.2
2023-06-23,303661,"B00015167",133.2
2023-06-23,303661,"B00015168",135.975
2023-06-23,303661,"B00015169",107.16
2023-06-24,303456,"B00015171",130.5
2023-06-24,303456,"B00015172",135.72
2023-06-24,303456,"B00015173",130.5
2023-06-24,303456,"B00015174",132.6
2023-06-24,303456,"B00015175",132.6
2023-06-24,303456,"B00015176",130
2023-06-24,303456,"B00015177",137.8
2023-06-24,303456,"B00015178",125.4
2023-06-24,303460,"B00015170",134.76
2023-06-24,303460,"B00015179",143.25
2023-06-24,303661,"B00015180",137.775
2023-06-24,303661,"B00015181",138.75
2023-06-24,303661,"B00015182",139.55
2023-06-24,303661,"B00015183",133.968
2023-06-24,303661,"B00015184",142.341
2023-06-24,303661,"B00015185",128.386
2023-06-24,303661,"B00015186",139.3
2023-06-24,303661,"B00015187",100.296
2023-06-25,303661,"B00015188",130.66
2023-06-25,303661,"B00015189",136.22
2023-06-25,303661,"B00015190",108.42
2023-06-25,303661,"B00015191",186.26
2023-06-25,303661,"B00015192",102.786
2023-06-25,303661,"B00015193",133.344
2023-06-25,303661,"B00015194",130.566
2023-06-25,303661,"B00015195",108.342
2023-06-25,303661,"B00015196",127.788
2023-06-25,303661,"B00015197",141.678
2023-06-25,303661,"B00015198",125.01
2023-06-25,303661,"B00015199",138.9
2023-06-25,303661,"B00015200",138.9
2023-06-25,303661,"B00015201",133.344
2023-06-25,303661,"B00015202",138.9
2023-06-25,303661,"B00015203",136.122
2023-06-25,303661,"B00015204",133.2
2023-06-25,303661,"B00015205",122.1
2023-06-25,303661,"B00015206",119.626
2023-06-25,303661,"B00015207",125.19
2023-06-25,303661,"B00015208",139.1
2023-06-25,303661,"B00015209",144.664
2023-06-25,303661,"B00015210",138.75
2023-06-25,303661,"B00015211",121.035
2023-06-26,303480,"B00015213",133.31
2023-06-26,303661,"B00015214",133.54
2023-06-26,303661,"B00015215",144.56
2023-06-26,303661,"B00015216",139
2023-06-26,303661,"B00015217",130.66
2023-06-26,303661,"B00015218",133.44
2023-06-26,303661,"B00015219",136.22
2023-06-26,303661,"B00015220",136.22
2023-06-26,303661,"B00015221",139
2023-06-26,303661,"B00015222",136.22
2023-06-26,303661,"B00015223",133.44
2023-06-26,303661,"B00015224",130.425
2023-06-26,303661,"B00015225",135.975
2023-06-26,303661,"B00015226",133.2
2023-06-26,303661,"B00015227",135.975
2023-06-26,303661,"B00015228",127.65
2023-06-26,303661,"B00015229",138.75
2023-06-26,303661,"B00015230",122.1
2023-06-26,303661,"B00015231",127.2
2023-06-26,304024,"B00015212",124.44
2023-06-27,303452,"B00015232",128.34
2023-06-27,303452,"B00015233",172.98
2023-06-27,303479,"B00015234",115.667
2023-06-27,303479,"B00015235",137.816
2023-06-27,303479,"B00015236",137.816
2023-06-27,303479,"B00015237",134.75
2023-06-27,303479,"B00015238",134.75
2023-06-27,303479,"B00015239",139.65
2023-06-27,303479,"B00015240",134.75
2023-06-27,303479,"B00015241",134.75
2023-06-27,303479,"B00015242",112.7
2023-06-27,303479,"B00015243",161.7
2023-06-27,303479,"B00015244",90.65
2023-06-27,303479,"B00015245",166.6
2023-06-27,303479,"B00015246",134.75
2023-06-27,303479,"B00015247",134.75
2023-06-27,303479,"B00015248",127.4
2023-06-27,303479,"B00015249",147
2023-06-27,303776,"B00015250",139.65
2023-06-27,303776,"B00015251",98
2023-06-28,303471,"B00015266",127.42
2023-06-28,303471,"B00015267",125.38
2023-06-28,303484,"B00015252",119.497
2023-06-28,303484,"B00015253",155.624
2023-06-28,303484,"B00015254",155.624
2023-06-28,303484,"B00015255",141.729
2023-06-28,303484,"B00015256",141.729
2023-06-28,303484,"B00015257",133.392
2023-06-28,303484,"B00015258",125.235
2023-06-28,303484,"B00015259",128.018
2023-06-28,303484,"B00015260",141.933
2023-06-28,303484,"B00015261",128.018
2023-06-28,303484,"B00015262",144.82
2023-06-28,303484,"B00015263",130.895
2023-06-28,303484,"B00015264",119.755
2023-06-28,303484,"B00015265",138.48
2023-06-28,303484,"B00015268",127.725
2023-07-01,303484,"B00015269",133.392
2023-07-01,303484,"B00015270",138.95
2023-07-01,303484,"B00015271",133.392
2023-07-01,303484,"B00015272",138.791
2023-07-01,303484,"B00015273",133.776
2023-07-01,303484,"B00015274",139.35
2023-07-01,303484,"B00015275",133.776
2023-07-01,303484,"B00015276",139.35
2023-07-01,303484,"B00015277",139.35
2023-07-01,303484,"B00015278",149.634
2023-07-01,303484,"B00015279",146.863
2023-07-01,303484,"B00015280",135.779
2023-07-01,303484,"B00015281",135.779
2023-07-01,303484,"B00015282",138.55
2023-07-01,303484,"B00015283",135.779
2023-07-01,303484,"B00015284",135.828
2023-07-01,303484,"B00015285",141.372
2023-07-01,303484,"B00015286",138.6
2023-07-01,303484,"B00015287",133.056
2023-07-01,303484,"B00015288",127.16
2023-07-02,303661,"B00015299",116.928
2023-07-02,303661,"B00015300",139.2
2023-07-02,303661,"B00015301",139.2
2023-07-02,303661,"B00015302",125.28
2023-07-02,303661,"B00015303",136.416
2023-07-02,303661,"B00015304",139.8
2023-07-02,303661,"B00015305",137.004
2023-07-02,303661,"B00015306",139.8
2023-07-02,303661,"B00015307",136.759
2023-07-02,303661,"B00015308",139.8
2023-07-02,303661,"B00015309",133.968
2023-07-02,303661,"B00015310",133.968
2023-07-02,303661,"B00015311",133.968
2023-07-02,303661,"B00015312",139.55
2023-07-02,303661,"B00015313",131.177
2023-07-02,303710,"B00015289",141.47
2023-07-02,303710,"B00015290",138.85
2023-07-02,303710,"B00015291",138.8
2023-07-02,303710,"B00015292",138.8
2023-07-02,303710,"B00015293",147.128
2023-07-02,303710,"B00015294",135.485
2023-07-02,303710,"B00015295",132.72
2023-07-02,303710,"B00015296",135.583
2023-07-02,303710,"B00015297",143.884
2023-07-02,303710,"B00015298",160.486
2023-07-03,303453,"B00015314",140.15
2023-07-03,303453,"B00015315",137.347
2023-07-03,303453,"B00015316",134.544
2023-07-03,303453,"B00015317",134.544
2023-07-03,303453,"B00015318",144.075
2023-07-03,303453,"B00015319",144.075
2023-07-03,303453,"B00015320",135.6
2023-07-03,303453,"B00015321",135.6
2023-07-03,303453,"B00015322",141
2023-07-03,303453,"B00015323",135.36
2023-07-03,303453,"B00015324",138.18
2023-07-03,303453,"B00015325",143.922
2023-07-03,303453,"B00015326",126.99
2023-07-03,303453,"B00015327",132.634
2023-07-03,303453,"B00015328",132.634
2023-07-03,303453,"B00015329",138.278
2023-07-03,303453,"B00015330",129.812
2023-07-03,303453,"B00015331",135.504
2023-07-03,303453,"B00015332",141.15
2023-07-03,303453,"B00015333",124.212
2023-07-04,303458,"B00015344",158.4
2023-07-04,303458,"B00015351",112.8
2023-07-04,303462,"B00015345",126.945
2023-07-04,303462,"B00015346",132.587
2023-07-04,303462,"B00015347",141.05
2023-07-04,303462,"B00015348",138.229
2023-07-04,303462,"B00015349",141.05
2023-07-04,303462,"B00015350",139.409
2023-07-04,303710,"B00015334",119.325
2023-07-04,303710,"B00015335",141.525
2023-07-04,303710,"B00015336",141.525
2023-07-04,303710,"B00015337",135.975
2023-07-04,303710,"B00015338",133.2
2023-07-04,303710,"B00015339",136.122
2023-07-04,303710,"B00015340",138.9
2023-07-04,303710,"B00015341",138.9
2023-07-04,303710,"B00015342",136.122
2023-07-04,303710,"B00015343",108.342
2023-07-05,303452,"B00015352",130.942
2023-07-05,303452,"B00015353",139.3
2023-07-05,303452,"B00015354",139.3
2023-07-05,303452,"B00015355",133.728
2023-07-05,303452,"B00015356",133.632
2023-07-05,303452,"B00015357",141.984
2023-07-05,303452,"B00015358",139.2
2023-07-05,303452,"B00015359",133.632
2023-07-05,303452,"B00015360",139.4
2023-07-05,303452,"B00015361",128.248
2023-07-05,303452,"B00015362",128.248
2023-07-05,303452,"B00015363",142.188
2023-07-05,303452,"B00015364",142.29
2023-07-05,303452,"B00015365",147.87
2023-07-05,303452,"B00015366",136.71
2023-07-05,303452,"B00015367",142.443
2023-07-05,303452,"B00015368",134.064
2023-07-05,303452,"B00015369",117.306
2023-07-05,303452,"B00015370",117.306
2023-07-05,303452,"B00015371",132.72
2023-07-06,303710,"B00015372",124.125
2023-07-06,303710,"B00015373",111.28
2023-07-06,303710,"B00015374",122.408
2023-07-06,303710,"B00015375",133.536
2023-07-06,303710,"B00015376",144.664
2023-07-06,303710,"B00015377",133.152
2023-07-06,303710,"B00015378",141.474
2023-07-06,303710,"B00015379",135.926
2023-07-06,303710,"B00015380",138.7
2023-07-06,303710,"B00015381",135.975
2023-07-06,303710,"B00015382",133.2
2023-07-06,303710,"B00015383",139.05
2023-07-06,303710,"B00015384",130.707
2023-07-06,303710,"B00015385",133.488
2023-07-06,303710,"B00015386",137.955
2023-07-06,303710,"B00015387",115.29
