"date","pais","equipo","material","cantidad","um"
2023-01-21,"Brasil","zona_de_colada_continua_2",661321,1360,"KG"
2023-01-23,"Brasil","zona_de_colada_continua_2",626312,41.75,"KG"
2023-01-24,"Brasil","zona_de_colada_continua_2",626312,50.1,"KG"
2023-01-24,"Perú","zona_de_colada_continua_2",626356,384,"KG"
2023-01-25,"Perú","zona_de_colada_continua_2",626356,240,"KG"
2023-01-26,"Brasil","zona_de_colada_continua_2",626312,25.05,"KG"
2023-01-27,"Alemania","cuba_horno_electrico_ebt",626128,167.36,"KG"
2023-01-27,"Alemania","cuchara_na_2",626285,850,"KG"
2023-01-27,"Alemania","cuchara_na_4",626285,650,"KG"
2023-01-27,"Alemania","cuchara_na_6",626285,600,"KG"
2023-01-27,"Alemania","instalaciones_y_servicios_auxiliares",626264,10500,"KG"
2023-01-27,"Alemania","zona_de_colada_continua_2",626285,750,"KG"
2023-01-27,"Austria","boveda_horno_electrico_ebt",661191,6000,"KG"
2023-01-27,"Brasil","cuba_horno_electrico_ebt",600026,175,"KG"
2023-01-27,"Brasil","cuba_horno_electrico_ebt",661297,4261.62,"KG"
2023-01-27,"Brasil","cuba_horno_electrico_ebt",661300,1450.8,"KG"
2023-01-27,"Brasil","cuba_horno_electrico_ebt",661301,855.6,"KG"
2023-01-27,"Brasil","cuba_horno_electrico_ebt",661302,2986.2,"KG"
2023-01-27,"Brasil","cuba_horno_electrico_ebt",661303,13853.7,"KG"
2023-01-27,"Brasil","cuba_horno_electrico_ebt",661304,9639,"KG"
2023-01-27,"Brasil","cuba_horno_electrico_ebt",661305,1703.28,"KG"
2023-01-27,"Brasil","cuba_horno_electrico_ebt",661307,3124.8,"KG"
2023-01-27,"Brasil","cuba_horno_electrico_ebt",661308,4371,"KG"
2023-01-27,"Brasil","cuba_horno_electrico_ebt",661309,1432.2,"KG"
2023-01-27,"Brasil","cuba_horno_electrico_ebt",661310,337.5,"KG"
2023-01-27,"Brasil","cuba_horno_electrico_ebt",661314,555.15,"KG"
2023-01-27,"Brasil","cuba_horno_electrico_ebt",661315,2264,"KG"
2023-01-27,"Brasil","cuba_horno_electrico_ebt",661316,677.5,"KG"
2023-01-27,"Brasil","cuba_horno_electrico_ebt",661467,5432,"KG"
2023-01-27,"Brasil","cuchara_na_2",660685,92.24,"KG"
2023-01-27,"Brasil","cuchara_na_4",660685,184.48,"KG"
2023-01-27,"Brasil","cuchara_na_6",660685,92.24,"KG"
2023-01-27,"Brasil","zona_de_colada_continua_2",650946,89779.568,"KG"
2023-01-27,"Brasil","zona_de_colada_continua_2",661317,5000,"KG"
2023-01-27,"Brasil","zona_de_colada_continua_2",661318,30000,"KG"
2023-01-27,"Brasil","zona_de_colada_continua_2",661320,2400,"KG"
2023-01-27,"Brasil","zona_de_colada_continua_2",661372,28.79,"KG"
2023-01-27,"Brasil","zona_de_colada_continua_2",661373,105.48,"KG"
2023-01-27,"Brasil","zona_de_colada_continua_2",671352,1320,"KG"
2023-01-27,"España","cuba_horno_electrico_ebt",600027,57650,"KG"
2023-01-27,"España","cuba_horno_electrico_ebt",600029,9900,"KG"
2023-01-27,"España","cuba_horno_electrico_ebt",600031,47350,"KG"
2023-01-27,"España","cuba_horno_electrico_ebt",600033,13500,"KG"
2023-01-27,"Perú","boveda_horno_electrico_ebt",626261,300,"KG"
2023-01-27,"Perú","cuchara_na_2",626221,850,"KG"
2023-01-27,"Perú","cuchara_na_2",626227,1650,"KG"
2023-01-27,"Perú","cuchara_na_2",626246,1600,"KG"
2023-01-27,"Perú","cuchara_na_2",629872,73,"KG"
2023-01-27,"Perú","cuchara_na_2",661469,6906.9,"KG"
2023-01-27,"Perú","cuchara_na_2",661470,3646.65,"KG"
2023-01-27,"Perú","cuchara_na_2",661578,311.34,"KG"
2023-01-27,"Perú","cuchara_na_2",661579,64,"KG"
2023-01-27,"Perú","cuchara_na_2",661580,52,"KG"
2023-01-27,"Perú","cuchara_na_2",661600,4395.3,"KG"
2023-01-27,"Perú","cuchara_na_2",661601,2745.05,"KG"
2023-01-27,"Perú","cuchara_na_2",661604,4374.94,"KG"
2023-01-27,"Perú","cuchara_na_2",661605,871,"KG"
2023-01-27,"Perú","cuchara_na_4",626221,1650,"KG"
2023-01-27,"Perú","cuchara_na_4",626227,3500,"KG"
2023-01-27,"Perú","cuchara_na_4",626246,3400,"KG"
2023-01-27,"Perú","cuchara_na_4",629872,87,"KG"
2023-01-27,"Perú","cuchara_na_4",661469,13854.05,"KG"
2023-01-27,"Perú","cuchara_na_4",661470,7228.9,"KG"
2023-01-27,"Perú","cuchara_na_4",661578,622.68,"KG"
2023-01-27,"Perú","cuchara_na_4",661579,128,"KG"
2023-01-27,"Perú","cuchara_na_4",661580,104,"KG"
2023-01-27,"Perú","cuchara_na_4",661600,8895.25,"KG"
2023-01-27,"Perú","cuchara_na_4",661601,1843.45,"KG"
2023-01-27,"Perú","cuchara_na_4",661604,8727.84,"KG"
2023-01-27,"Perú","cuchara_na_4",661605,871,"KG"
2023-01-27,"Perú","cuchara_na_6",626221,875,"KG"
2023-01-27,"Perú","cuchara_na_6",626227,1675,"KG"
2023-01-27,"Perú","cuchara_na_6",626246,1575,"KG"
2023-01-27,"Perú","cuchara_na_6",629872,68,"KG"
2023-01-27,"Perú","cuchara_na_6",661469,6882.75,"KG"
2023-01-27,"Perú","cuchara_na_6",661470,3662.75,"KG"
2023-01-27,"Perú","cuchara_na_6",661578,311.34,"KG"
2023-01-27,"Perú","cuchara_na_6",661579,64,"KG"
2023-01-27,"Perú","cuchara_na_6",661580,52,"KG"
2023-01-27,"Perú","cuchara_na_6",661600,4363.1,"KG"
2023-01-27,"Perú","cuchara_na_6",661601,2728.95,"KG"
2023-01-27,"Perú","cuchara_na_6",661604,4396.98,"KG"
2023-01-27,"Perú","cuchara_na_6",661605,871,"KG"
2023-01-27,"Suiza","cuba_horno_electrico_ebt",600017,1506.7,"KG"
2023-01-27,"Suiza","cuba_horno_electrico_ebt",600018,285.48,"KG"
2023-01-29,"Austria","cuchara_na_1",626212,10,"KG"
2023-01-29,"Austria","cuchara_na_3",626212,10,"KG"
2023-01-29,"Austria","cuchara_na_4",626212,12,"KG"
2023-01-29,"Austria","cuchara_na_7",626212,10,"KG"
2023-01-29,"Brasil","cuchara_na_1",660685,92.24,"KG"
2023-01-29,"Brasil","cuchara_na_3",660685,92.24,"KG"
2023-01-29,"Brasil","cuchara_na_4",660685,92.24,"KG"
2023-01-29,"Brasil","cuchara_na_7",660685,92.24,"KG"
2023-01-29,"Perú","cuchara_na_1",626221,400,"KG"
2023-01-29,"Perú","cuchara_na_1",626227,800,"KG"
2023-01-29,"Perú","cuchara_na_1",626246,700,"KG"
2023-01-29,"Perú","cuchara_na_1",661578,311.34,"KG"
2023-01-29,"Perú","cuchara_na_1",661579,64,"KG"
2023-01-29,"Perú","cuchara_na_1",661580,52,"KG"
2023-01-29,"Perú","cuchara_na_3",626227,800,"KG"
2023-01-29,"Perú","cuchara_na_3",626246,625,"KG"
2023-01-29,"Perú","cuchara_na_3",661578,311.34,"KG"
2023-01-29,"Perú","cuchara_na_3",661579,64,"KG"
2023-01-29,"Perú","cuchara_na_3",661580,52,"KG"
2023-01-29,"Perú","cuchara_na_4",626221,400,"KG"
2023-01-29,"Perú","cuchara_na_4",626227,775,"KG"
2023-01-29,"Perú","cuchara_na_4",626246,650,"KG"
2023-01-29,"Perú","cuchara_na_4",661578,311.34,"KG"
2023-01-29,"Perú","cuchara_na_4",661579,64,"KG"
2023-01-29,"Perú","cuchara_na_4",661580,52,"KG"
2023-01-29,"Perú","cuchara_na_7",626221,400,"KG"
2023-01-29,"Perú","cuchara_na_7",626227,750,"KG"
2023-01-29,"Perú","cuchara_na_7",626246,700,"KG"
2023-01-29,"Perú","cuchara_na_7",661578,311.34,"KG"
2023-01-29,"Perú","cuchara_na_7",661579,64,"KG"
2023-01-29,"Perú","cuchara_na_7",661580,52,"KG"
2023-01-31,"Alemania","cuchara_na_1",626209,90,"KG"
2023-01-31,"Alemania","cuchara_na_1",650949,2300,"KG"
2023-01-31,"Alemania","cuchara_na_2",626209,75,"KG"
2023-01-31,"Alemania","cuchara_na_2",650949,2600,"KG"
2023-01-31,"Alemania","cuchara_na_3",626209,35,"KG"
2023-01-31,"Alemania","cuchara_na_3",650949,1400,"KG"
2023-01-31,"Alemania","cuchara_na_4",626209,65,"KG"
2023-01-31,"Alemania","cuchara_na_4",650949,2000,"KG"
2023-01-31,"Alemania","cuchara_na_5",626209,75,"KG"
2023-01-31,"Alemania","cuchara_na_5",650949,1750,"KG"
2023-01-31,"Alemania","cuchara_na_6",626209,65,"KG"
2023-01-31,"Alemania","cuchara_na_6",650949,3450,"KG"
2023-01-31,"Alemania","cuchara_na_7",626209,90,"KG"
2023-01-31,"Alemania","cuchara_na_7",650949,2300,"KG"
2023-01-31,"Argentina","cuchara_na_1",650948,230,"KG"
2023-01-31,"Argentina","cuchara_na_3",650948,230,"KG"
2023-01-31,"Argentina","cuchara_na_6",650948,231,"KG"
2023-01-31,"Argentina","cuchara_na_7",650948,230,"KG"
2023-01-31,"Austria","cuchara_na_1",661445,375,"KG"
2023-01-31,"Austria","cuchara_na_2",626205,10,"KG"
2023-01-31,"Austria","cuchara_na_2",626212,10,"KG"
2023-01-31,"Austria","cuchara_na_3",626212,10,"KG"
2023-01-31,"Austria","cuchara_na_3",661445,225,"KG"
2023-01-31,"Austria","cuchara_na_4",626205,5,"KG"
2023-01-31,"Austria","cuchara_na_5",626205,10,"KG"
2023-01-31,"Austria","cuchara_na_6",626205,10,"KG"
2023-01-31,"Brasil","cuba_horno_electrico_ebt",661315,226.4,"KG"
2023-01-31,"Brasil","cuba_horno_electrico_ebt",661316,67.75,"KG"
2023-01-31,"Brasil","cuba_horno_electrico_ebt",661467,1372,"KG"
2023-01-31,"Brasil","cuchara_na_1",660683,2.5,"KG"
2023-01-31,"Brasil","cuchara_na_1",660686,70,"KG"
2023-01-31,"Brasil","cuchara_na_1",660687,400,"KG"
2023-01-31,"Brasil","cuchara_na_1",660688,104,"KG"
2023-01-31,"Brasil","cuchara_na_1",669406,146.11,"KG"
2023-01-31,"Brasil","cuchara_na_2",660683,3,"KG"
2023-01-31,"Brasil","cuchara_na_2",660685,92.24,"KG"
2023-01-31,"Brasil","cuchara_na_2",660686,50,"KG"
2023-01-31,"Brasil","cuchara_na_2",660687,460,"KG"
2023-01-31,"Brasil","cuchara_na_2",660688,152,"KG"
2023-01-31,"Brasil","cuchara_na_3",600026,140,"KG"
2023-01-31,"Brasil","cuchara_na_3",660683,1.5,"KG"
2023-01-31,"Brasil","cuchara_na_3",660685,92.24,"KG"
2023-01-31,"Brasil","cuchara_na_3",660686,60,"KG"
2023-01-31,"Brasil","cuchara_na_3",660687,260,"KG"
2023-01-31,"Brasil","cuchara_na_3",660688,56,"KG"
2023-01-31,"Brasil","cuchara_na_3",669406,146.11,"KG"
2023-01-31,"Brasil","cuchara_na_4",660683,2.5,"KG"
2023-01-31,"Brasil","cuchara_na_4",660686,90,"KG"
2023-01-31,"Brasil","cuchara_na_4",660687,540,"KG"
2023-01-31,"Brasil","cuchara_na_4",660688,232,"KG"
2023-01-31,"Brasil","cuchara_na_5",660683,2.1,"KG"
2023-01-31,"Brasil","cuchara_na_5",660686,100,"KG"
2023-01-31,"Brasil","cuchara_na_5",660687,540,"KG"
2023-01-31,"Brasil","cuchara_na_5",660688,232,"KG"
2023-01-31,"Brasil","cuchara_na_6",660683,1.8,"KG"
2023-01-31,"Brasil","cuchara_na_6",660686,80,"KG"
2023-01-31,"Brasil","cuchara_na_6",660687,480,"KG"
2023-01-31,"Brasil","cuchara_na_6",660688,128,"KG"
2023-01-31,"Brasil","cuchara_na_6",669406,146.11,"KG"
2023-01-31,"Brasil","cuchara_na_7",600026,130,"KG"
2023-01-31,"Brasil","cuchara_na_7",660683,3,"KG"
2023-01-31,"Brasil","cuchara_na_7",660686,70,"KG"
2023-01-31,"Brasil","cuchara_na_7",660687,260,"KG"
2023-01-31,"Brasil","cuchara_na_7",660688,72,"KG"
2023-01-31,"Brasil","cuchara_na_7",669406,146.11,"KG"
2023-01-31,"Brasil","zona_de_colada_continua_2",661320,41900,"KG"
2023-01-31,"España","cuba_horno_electrico_ebt",600027,10500,"KG"
2023-01-31,"España","cuba_horno_electrico_ebt",600029,1200,"KG"
2023-01-31,"España","cuba_horno_electrico_ebt",600033,3000,"KG"
2023-01-31,"Perú","cuchara_na_1",600026,125,"KG"
2023-01-31,"Perú","cuchara_na_1",626261,1350,"KG"
2023-01-31,"Perú","cuchara_na_1",651071,394.32,"KG"
2023-01-31,"Perú","cuchara_na_1",651073,2202.48,"KG"
2023-01-31,"Perú","cuchara_na_1",658404,2258.41,"KG"
2023-01-31,"Perú","cuchara_na_1",658519,1856.899,"KG"
2023-01-31,"Perú","cuchara_na_1",661452,1858.32,"KG"
2023-01-31,"Perú","cuchara_na_1",661453,1987.2,"KG"
2023-01-31,"Perú","cuchara_na_2",626221,450,"KG"
2023-01-31,"Perú","cuchara_na_2",626227,750,"KG"
2023-01-31,"Perú","cuchara_na_2",626246,700,"KG"
2023-01-31,"Perú","cuchara_na_2",661578,311.34,"KG"
2023-01-31,"Perú","cuchara_na_2",661579,64,"KG"
2023-01-31,"Perú","cuchara_na_2",661580,104,"KG"
2023-01-31,"Perú","cuchara_na_3",626221,400,"KG"
2023-01-31,"Perú","cuchara_na_3",626227,650,"KG"
2023-01-31,"Perú","cuchara_na_3",626246,650,"KG"
2023-01-31,"Perú","cuchara_na_3",626261,1350,"KG"
2023-01-31,"Perú","cuchara_na_3",651071,415.52,"KG"
2023-01-31,"Perú","cuchara_na_3",651073,2242.8,"KG"
2023-01-31,"Perú","cuchara_na_3",658404,2263.8,"KG"
2023-01-31,"Perú","cuchara_na_3",658519,1839.436,"KG"
2023-01-31,"Perú","cuchara_na_3",661445,75,"KG"
2023-01-31,"Perú","cuchara_na_3",661452,1863.66,"KG"
2023-01-31,"Perú","cuchara_na_3",661453,1998.72,"KG"
2023-01-31,"Perú","cuchara_na_3",661578,311.34,"KG"
2023-01-31,"Perú","cuchara_na_3",661579,64,"KG"
2023-01-31,"Perú","cuchara_na_3",661602,1186.78,"KG"
2023-01-31,"Perú","cuchara_na_6",600026,130,"KG"
2023-01-31,"Perú","cuchara_na_6",626261,1400,"KG"
2023-01-31,"Perú","cuchara_na_6",651071,392.2,"KG"
2023-01-31,"Perú","cuchara_na_6",651073,2252.88,"KG"
2023-01-31,"Perú","cuchara_na_6",658404,2263.8,"KG"
2023-01-31,"Perú","cuchara_na_6",658519,1845.257,"KG"
2023-01-31,"Perú","cuchara_na_6",661445,400,"KG"
2023-01-31,"Perú","cuchara_na_6",661452,1863.66,"KG"
2023-01-31,"Perú","cuchara_na_6",661453,1998.72,"KG"
2023-01-31,"Perú","cuchara_na_7",626261,1350,"KG"
2023-01-31,"Perú","cuchara_na_7",651071,390.08,"KG"
2023-01-31,"Perú","cuchara_na_7",651073,2242.8,"KG"
2023-01-31,"Perú","cuchara_na_7",658404,2258.41,"KG"
2023-01-31,"Perú","cuchara_na_7",658519,1827.794,"KG"
2023-01-31,"Perú","cuchara_na_7",661445,375,"KG"
2023-01-31,"Perú","cuchara_na_7",661452,1847.64,"KG"
2023-01-31,"Perú","cuchara_na_7",661453,1987.2,"KG"
2023-01-31,"Perú","instalaciones_y_servicios_auxiliares",626261,9850,"KG"
2023-01-31,"Perú","zona_de_colada_continua_2",626261,2950,"KG"
2023-02-02,"Brasil","cuchara_na_4",669406,0,"KG"
2023-02-07,"Brasil","cuchara_na_6",669406,146.11,"KG"
2023-02-09,"Brasil","zona_de_colada_continua_2",661321,680,"KG"
2023-02-11,"Brasil","zona_de_colada_continua_2",626312,41.75,"KG"
2023-02-14,"Brasil","cuba_horno_electrico_ebt",661468,2856,"KG"
2023-02-14,"Brasil","zona_de_colada_continua_2",626312,41.75,"KG"
2023-02-23,"Brasil","zona_de_colada_continua_2",626312,41.75,"KG"
2023-02-24,"Brasil","cuchara_na_1",660685,92.24,"KG"
2023-02-24,"Brasil","cuchara_na_3",660685,92.24,"KG"
2023-02-24,"Brasil","cuchara_na_6",660685,184.48,"KG"
2023-02-24,"Brasil","cuchara_na_7",660685,92.24,"KG"
2023-02-24,"Canadá","cuchara_na_6",626098,329.76,"KG"
2023-02-24,"Canadá","cuchara_na_6",626099,103.05,"KG"
2023-02-24,"Perú","cuchara_na_1",626221,1440,"KG"
2023-02-24,"Perú","cuchara_na_1",626227,800,"KG"
2023-02-24,"Perú","cuchara_na_1",626246,1660,"KG"
2023-02-24,"Perú","cuchara_na_1",661469,6810.3,"KG"
2023-02-24,"Perú","cuchara_na_1",661470,2511.6,"KG"
2023-02-24,"Perú","cuchara_na_1",661578,311.34,"KG"
2023-02-24,"Perú","cuchara_na_1",661579,128,"KG"
2023-02-24,"Perú","cuchara_na_1",661600,4564.35,"KG"
2023-02-24,"Perú","cuchara_na_1",661602,2078.58,"KG"
2023-02-24,"Perú","cuchara_na_1",661604,4463.1,"KG"
2023-02-24,"Perú","cuchara_na_1",661605,871,"KG"
2023-02-24,"Perú","cuchara_na_3",626221,1220,"KG"
2023-02-24,"Perú","cuchara_na_3",626227,800,"KG"
2023-02-24,"Perú","cuchara_na_3",626246,1860,"KG"
2023-02-24,"Perú","cuchara_na_3",661469,7140.35,"KG"
2023-02-24,"Perú","cuchara_na_3",661470,4186,"KG"
2023-02-24,"Perú","cuchara_na_3",661578,311.34,"KG"
2023-02-24,"Perú","cuchara_na_3",661579,128,"KG"
2023-02-24,"Perú","cuchara_na_3",661600,4145.75,"KG"
2023-02-24,"Perú","cuchara_na_3",661604,4396.98,"KG"
2023-02-24,"Perú","cuchara_na_3",661605,871,"KG"
2023-02-24,"Perú","cuchara_na_6",626221,1680,"KG"
2023-02-24,"Perú","cuchara_na_6",626227,2900,"KG"
2023-02-24,"Perú","cuchara_na_6",626246,3146,"KG"
2023-02-24,"Perú","cuchara_na_6",661469,6810.3,"KG"
2023-02-24,"Perú","cuchara_na_6",661470,3759.35,"KG"
2023-02-24,"Perú","cuchara_na_6",661578,934.02,"KG"
2023-02-24,"Perú","cuchara_na_6",661579,192,"KG"
2023-02-24,"Perú","cuchara_na_6",661600,4145.75,"KG"
2023-02-24,"Perú","cuchara_na_6",661602,3855.32,"KG"
2023-02-24,"Perú","cuchara_na_6",661604,4330.86,"KG"
2023-02-24,"Perú","cuchara_na_6",661605,871,"KG"
2023-02-24,"Perú","cuchara_na_7",626221,1160,"KG"
2023-02-24,"Perú","cuchara_na_7",626227,2400,"KG"
2023-02-24,"Perú","cuchara_na_7",626246,2396,"KG"
2023-02-24,"Perú","cuchara_na_7",661469,6810.3,"KG"
2023-02-24,"Perú","cuchara_na_7",661470,3759.35,"KG"
2023-02-24,"Perú","cuchara_na_7",661578,622.68,"KG"
2023-02-24,"Perú","cuchara_na_7",661579,128,"KG"
2023-02-24,"Perú","cuchara_na_7",661600,4145.75,"KG"
2023-02-24,"Perú","cuchara_na_7",661604,4330.86,"KG"
2023-02-24,"Perú","cuchara_na_7",661605,871,"KG"
2023-02-25,"Brasil","cuba_horno_electrico_ebt",661315,2264,"KG"
2023-02-25,"Brasil","cuba_horno_electrico_ebt",661316,677.5,"KG"
2023-02-25,"Brasil","cuba_horno_electrico_ebt",661467,3514,"KG"
2023-02-25,"Brasil","cuchara_na_7",660686,10,"KG"
2023-02-25,"España","cuba_horno_electrico_ebt",600027,33700,"KG"
2023-02-25,"España","cuba_horno_electrico_ebt",600029,2825,"KG"
2023-02-25,"España","cuba_horno_electrico_ebt",600031,31910,"KG"
2023-02-25,"España","cuba_horno_electrico_ebt",600033,16500,"KG"
2023-02-25,"Suiza","cuba_horno_electrico_ebt",600017,3156.14,"KG"
2023-02-25,"Suiza","cuba_horno_electrico_ebt",600018,1887.34,"KG"
2023-02-27,"Alemania","cuchara_na_7",626209,120,"KG"
2023-02-27,"Alemania","cuchara_na_7",650949,3150,"KG"
2023-02-27,"Argentina","cuchara_na_4",650948,231,"KG"
2023-02-27,"Austria","cuchara_na_7",626205,16,"KG"
2023-02-27,"Brasil","cuchara_na_4",660685,92.24,"KG"
2023-02-27,"Brasil","cuchara_na_7",660683,3.6,"KG"
2023-02-27,"Brasil","cuchara_na_7",660686,70,"KG"
2023-02-27,"Brasil","cuchara_na_7",660687,560,"KG"
2023-02-27,"Brasil","cuchara_na_7",660688,224,"KG"
2023-02-27,"Perú","cuchara_na_4",600026,130,"KG"
2023-02-27,"Perú","cuchara_na_4",626221,1120,"KG"
2023-02-27,"Perú","cuchara_na_4",626227,800,"KG"
2023-02-27,"Perú","cuchara_na_4",626246,1860,"KG"
2023-02-27,"Perú","cuchara_na_4",626261,1400,"KG"
2023-02-27,"Perú","cuchara_na_4",651071,697.48,"KG"
2023-02-27,"Perú","cuchara_na_4",651073,1416.24,"KG"
2023-02-27,"Perú","cuchara_na_4",658404,3314.85,"KG"
2023-02-27,"Perú","cuchara_na_4",658519,2939.605,"KG"
2023-02-27,"Perú","cuchara_na_4",661452,2616.6,"KG"
2023-02-27,"Perú","cuchara_na_4",661453,2183.04,"KG"
2023-02-27,"Perú","cuchara_na_4",661469,5675.25,"KG"
2023-02-27,"Perú","cuchara_na_4",661470,4186,"KG"
2023-02-27,"Perú","cuchara_na_4",661578,311.34,"KG"
2023-02-27,"Perú","cuchara_na_4",661579,128,"KG"
2023-02-27,"Perú","cuchara_na_4",661600,3389.05,"KG"
2023-02-27,"Perú","cuchara_na_4",661604,4374.94,"KG"
2023-02-27,"Perú","cuchara_na_4",661605,871,"KG"
2023-02-28,"Alemania","cuchara_na_1",626209,50,"KG"
2023-02-28,"Alemania","cuchara_na_1",650949,2100,"KG"
2023-02-28,"Alemania","cuchara_na_3",626209,50,"KG"
2023-02-28,"Alemania","cuchara_na_3",650949,2100,"KG"
2023-02-28,"Alemania","cuchara_na_4",626209,50,"KG"
2023-02-28,"Alemania","cuchara_na_4",650949,2100,"KG"
2023-02-28,"Alemania","cuchara_na_6",626209,50,"KG"
2023-02-28,"Alemania","cuchara_na_6",650949,2100,"KG"
2023-02-28,"Austria","cuchara_na_1",626205,16,"KG"
2023-02-28,"Austria","cuchara_na_3",626205,16,"KG"
2023-02-28,"Austria","cuchara_na_4",626205,16,"KG"
2023-02-28,"Austria","cuchara_na_6",626205,16,"KG"
2023-02-28,"Brasil","cuba_horno_electrico_ebt",661302,2986.2,"KG"
2023-02-28,"Brasil","cuba_horno_electrico_ebt",661303,13853.7,"KG"
2023-02-28,"Brasil","cuba_horno_electrico_ebt",661304,7938,"KG"
2023-02-28,"Brasil","cuba_horno_electrico_ebt",661305,1703.28,"KG"
2023-02-28,"Brasil","cuba_horno_electrico_ebt",661307,3124.8,"KG"
2023-02-28,"Brasil","cuba_horno_electrico_ebt",661308,4371,"KG"
2023-02-28,"Brasil","cuba_horno_electrico_ebt",661310,337.5,"KG"
2023-02-28,"Brasil","cuba_horno_electrico_ebt",661314,555.15,"KG"
2023-02-28,"Brasil","cuba_horno_electrico_ebt",661315,905.6,"KG"
2023-02-28,"Brasil","cuba_horno_electrico_ebt",661316,271,"KG"
2023-02-28,"Brasil","cuba_horno_electrico_ebt",661467,140,"KG"
2023-02-28,"Brasil","cuchara_na_1",660683,3.6,"KG"
2023-02-28,"Brasil","cuchara_na_1",660686,80,"KG"
2023-02-28,"Brasil","cuchara_na_1",660687,500,"KG"
2023-02-28,"Brasil","cuchara_na_1",660688,224,"KG"
2023-02-28,"Brasil","cuchara_na_3",660683,3.6,"KG"
2023-02-28,"Brasil","cuchara_na_3",660686,80,"KG"
2023-02-28,"Brasil","cuchara_na_3",660687,500,"KG"
2023-02-28,"Brasil","cuchara_na_3",660688,224,"KG"
2023-02-28,"Brasil","cuchara_na_4",660683,3.6,"KG"
2023-02-28,"Brasil","cuchara_na_4",660686,80,"KG"
2023-02-28,"Brasil","cuchara_na_4",660687,500,"KG"
2023-02-28,"Brasil","cuchara_na_4",660688,224,"KG"
2023-02-28,"Brasil","cuchara_na_6",660683,3.6,"KG"
2023-02-28,"Brasil","cuchara_na_6",660686,80,"KG"
2023-02-28,"Brasil","cuchara_na_6",660687,500,"KG"
2023-02-28,"Brasil","cuchara_na_6",660688,224,"KG"
2023-02-28,"Brasil","zona_de_colada_continua_2",626312,25.05,"KG"
2023-02-28,"Brasil","zona_de_colada_continua_2",650946,107197,"KG"
2023-02-28,"Brasil","zona_de_colada_continua_2",661317,6820,"KG"
2023-02-28,"Brasil","zona_de_colada_continua_2",661318,3000,"KG"
2023-02-28,"Brasil","zona_de_colada_continua_2",661320,3475,"KG"
2023-02-28,"Brasil","zona_de_colada_continua_2",671352,1980,"KG"
2023-02-28,"España","cuba_horno_electrico_ebt",600027,28580,"KG"
2023-02-28,"España","cuba_horno_electrico_ebt",600029,5400,"KG"
2023-02-28,"España","cuba_horno_electrico_ebt",600031,11700,"KG"
2023-02-28,"España","cuba_horno_electrico_ebt",600033,10500,"KG"
2023-02-28,"Suiza","cuba_horno_electrico_ebt",600017,4742.14,"KG"
2023-02-28,"Suiza","cuba_horno_electrico_ebt",600018,475.8,"KG"
2023-03-01,"Brasil","cuchara_na_2",660685,92.24,"KG"
2023-03-01,"Perú","cuchara_na_2",626227,1700,"KG"
2023-03-01,"Perú","cuchara_na_2",626246,1640,"KG"
2023-03-01,"Perú","cuchara_na_2",661469,6810.3,"KG"
2023-03-01,"Perú","cuchara_na_2",661470,3952.55,"KG"
2023-03-01,"Perú","cuchara_na_2",661578,311.34,"KG"
2023-03-01,"Perú","cuchara_na_2",661579,64,"KG"
2023-03-01,"Perú","cuchara_na_2",661600,4145.75,"KG"
2023-03-01,"Perú","cuchara_na_2",661604,4176.58,"KG"
2023-03-01,"Perú","cuchara_na_2",661605,871,"KG"
2023-03-02,"Austria","boveda_horno_electrico_ebt",661191,6000,"KG"
2023-03-02,"Brasil","cuchara_na_3",660685,92.24,"KG"
2023-03-02,"Brasil","cuchara_na_5",669406,146.11,"KG"
2023-03-02,"Brasil","cuchara_na_7",660685,184.48,"KG"
2023-03-02,"Perú","boveda_horno_electrico_ebt",626261,300,"KG"
2023-03-02,"Perú","cuchara_na_3",626221,700,"KG"
2023-03-02,"Perú","cuchara_na_3",626227,1250,"KG"
2023-03-02,"Perú","cuchara_na_3",626246,1600,"KG"
2023-03-02,"Perú","cuchara_na_3",661469,6810.3,"KG"
2023-03-02,"Perú","cuchara_na_3",661470,3638.6,"KG"
2023-03-02,"Perú","cuchara_na_3",661578,311.34,"KG"
2023-03-02,"Perú","cuchara_na_3",661579,64,"KG"
2023-03-02,"Perú","cuchara_na_3",661580,52,"KG"
2023-03-02,"Perú","cuchara_na_3",661600,4266.5,"KG"
2023-03-02,"Perú","cuchara_na_3",661605,871,"KG"
2023-03-02,"Perú","cuchara_na_7",626221,1700,"KG"
2023-03-02,"Perú","cuchara_na_7",626227,1900,"KG"
2023-03-02,"Perú","cuchara_na_7",626246,2700,"KG"
2023-03-02,"Perú","cuchara_na_7",629872,56,"KG"
2023-03-02,"Perú","cuchara_na_7",661469,6762,"KG"
2023-03-02,"Perú","cuchara_na_7",661470,4161.85,"KG"
2023-03-02,"Perú","cuchara_na_7",661578,622.68,"KG"
2023-03-02,"Perú","cuchara_na_7",661579,128,"KG"
2023-03-02,"Perú","cuchara_na_7",661580,104,"KG"
2023-03-02,"Perú","cuchara_na_7",661600,4081.35,"KG"
2023-03-02,"Perú","cuchara_na_7",661604,1421.58,"KG"
2023-03-02,"Perú","cuchara_na_7",661605,871,"KG"
2023-03-07,"Brasil","zona_de_colada_continua_2",626312,41.75,"KG"
2023-03-08,"Alemania","cuchara_na_2",626209,0,"KG"
